,n_estimators,max_depth,learning_rate,min_child_weight,gamma,accuracy,precision
0,25,10.0,0.01,1,0,0.5122549019607843,0.6136363636363636
1,25,10.0,0.01,1,1,0.4877450980392157,0.6136363636363636
2,25,10.0,0.01,1,2,0.4803921568627451,0.6136363636363636
3,25,10.0,0.01,1,3,0.4791666666666667,0.6136363636363636
4,25,10.0,0.01,2,0,0.49142156862745096,0.6136363636363636
5,25,10.0,0.01,2,1,0.4742647058823529,0.6136363636363636
6,25,10.0,0.01,2,2,0.4693627450980392,0.6136363636363636
7,25,10.0,0.01,2,3,0.47058823529411764,0.6136363636363636
8,25,10.0,0.01,3,0,0.48161764705882354,0.6136363636363636
9,25,10.0,0.01,3,1,0.48161764705882354,0.6136363636363636
10,25,10.0,0.01,3,2,0.4730392156862745,0.6136363636363636
11,25,10.0,0.01,3,3,0.4693627450980392,0.6136363636363636
12,25,10.0,0.01,4,0,0.4987745098039216,0.6136363636363636
13,25,10.0,0.01,4,1,0.4963235294117647,0.6136363636363636
14,25,10.0,0.01,4,2,0.5049019607843137,0.6136363636363636
15,25,10.0,0.01,4,3,0.4987745098039216,0.6136363636363636
16,25,10.0,0.1,1,0,0.49142156862745096,0.6136363636363636
17,25,10.0,0.1,1,1,0.48284313725490197,0.6136363636363636
18,25,10.0,0.1,1,2,0.5073529411764706,0.6136363636363636
19,25,10.0,0.1,1,3,0.4791666666666667,0.6136363636363636
20,25,10.0,0.1,2,0,0.4730392156862745,0.6136363636363636
21,25,10.0,0.1,2,1,0.4693627450980392,0.6136363636363636
22,25,10.0,0.1,2,2,0.48161764705882354,0.6136363636363636
23,25,10.0,0.1,2,3,0.49387254901960786,0.6136363636363636
24,25,10.0,0.1,3,0,0.4791666666666667,0.6136363636363636
25,25,10.0,0.1,3,1,0.4803921568627451,0.6136363636363636
26,25,10.0,0.1,3,2,0.47549019607843135,0.6136363636363636
27,25,10.0,0.1,3,3,0.4840686274509804,0.6136363636363636
28,25,10.0,0.1,4,0,0.49387254901960786,0.6136363636363636
29,25,10.0,0.1,4,1,0.4840686274509804,0.6136363636363636
30,25,10.0,0.1,4,2,0.49019607843137253,0.6136363636363636
31,25,10.0,0.1,4,3,0.4852941176470588,0.6136363636363636
32,25,10.0,0.2,1,0,0.4803921568627451,0.6136363636363636
33,25,10.0,0.2,1,1,0.48284313725490197,0.6136363636363636
34,25,10.0,0.2,1,2,0.4889705882352941,0.6136363636363636
35,25,10.0,0.2,1,3,0.49387254901960786,0.6136363636363636
36,25,10.0,0.2,2,0,0.4963235294117647,0.6136363636363636
37,25,10.0,0.2,2,1,0.49019607843137253,0.6136363636363636
38,25,10.0,0.2,2,2,0.47671568627450983,0.6136363636363636
39,25,10.0,0.2,2,3,0.4950980392156863,0.6136363636363636
40,25,10.0,0.2,3,0,0.48284313725490197,0.6136363636363636
41,25,10.0,0.2,3,1,0.4852941176470588,0.6136363636363636
42,25,10.0,0.2,3,2,0.4644607843137255,0.6136363636363636
43,25,10.0,0.2,3,3,0.4950980392156863,0.6136363636363636
44,25,10.0,0.2,4,0,0.48651960784313725,0.6136363636363636
45,25,10.0,0.2,4,1,0.47671568627450983,0.6136363636363636
46,25,10.0,0.2,4,2,0.5024509803921569,0.6136363636363636
47,25,10.0,0.2,4,3,0.48284313725490197,0.6136363636363636
48,25,10.0,0.3,1,0,0.4742647058823529,0.6136363636363636
49,25,10.0,0.3,1,1,0.4742647058823529,0.6136363636363636
50,25,10.0,0.3,1,2,0.4840686274509804,0.6136363636363636
51,25,10.0,0.3,1,3,0.4803921568627451,0.6136363636363636
52,25,10.0,0.3,2,0,0.47794117647058826,0.6136363636363636
53,25,10.0,0.3,2,1,0.49142156862745096,0.6136363636363636
54,25,10.0,0.3,2,2,0.48284313725490197,0.6136363636363636
55,25,10.0,0.3,2,3,0.49019607843137253,0.6136363636363636
56,25,10.0,0.3,3,0,0.4852941176470588,0.6136363636363636
57,25,10.0,0.3,3,1,0.4877450980392157,0.6136363636363636
58,25,10.0,0.3,3,2,0.4803921568627451,0.6136363636363636
59,25,10.0,0.3,3,3,0.47671568627450983,0.6136363636363636
60,25,10.0,0.3,4,0,0.5,0.6136363636363636
61,25,10.0,0.3,4,1,0.4803921568627451,0.6136363636363636
62,25,10.0,0.3,4,2,0.4852941176470588,0.6136363636363636
63,25,10.0,0.3,4,3,0.48651960784313725,0.6136363636363636
64,25,15.0,0.01,1,0,0.5036764705882353,0.6136363636363636
65,25,15.0,0.01,1,1,0.5110294117647058,0.6136363636363636
66,25,15.0,0.01,1,2,0.5024509803921569,0.6136363636363636
67,25,15.0,0.01,1,3,0.4877450980392157,0.6136363636363636
68,25,15.0,0.01,2,0,0.5147058823529411,0.6136363636363636
69,25,15.0,0.01,2,1,0.5049019607843137,0.6136363636363636
70,25,15.0,0.01,2,2,0.47794117647058826,0.6136363636363636
71,25,15.0,0.01,2,3,0.4852941176470588,0.6136363636363636
72,25,15.0,0.01,3,0,0.4889705882352941,0.6136363636363636
73,25,15.0,0.01,3,1,0.4889705882352941,0.6136363636363636
74,25,15.0,0.01,3,2,0.4852941176470588,0.6136363636363636
75,25,15.0,0.01,3,3,0.47671568627450983,0.6136363636363636
76,25,15.0,0.01,4,0,0.4987745098039216,0.6136363636363636
77,25,15.0,0.01,4,1,0.49754901960784315,0.6136363636363636
78,25,15.0,0.01,4,2,0.5012254901960784,0.6136363636363636
79,25,15.0,0.01,4,3,0.5,0.6136363636363636
80,25,15.0,0.1,1,0,0.4963235294117647,0.6136363636363636
81,25,15.0,0.1,1,1,0.4889705882352941,0.6136363636363636
82,25,15.0,0.1,1,2,0.48651960784313725,0.6136363636363636
83,25,15.0,0.1,1,3,0.4877450980392157,0.6136363636363636
84,25,15.0,0.1,2,0,0.48284313725490197,0.6136363636363636
85,25,15.0,0.1,2,1,0.4963235294117647,0.6136363636363636
86,25,15.0,0.1,2,2,0.5012254901960784,0.6136363636363636
87,25,15.0,0.1,2,3,0.5122549019607843,0.6136363636363636
88,25,15.0,0.1,3,0,0.48161764705882354,0.6136363636363636
89,25,15.0,0.1,3,1,0.48161764705882354,0.6136363636363636
90,25,15.0,0.1,3,2,0.48651960784313725,0.6136363636363636
91,25,15.0,0.1,3,3,0.4889705882352941,0.6136363636363636
92,25,15.0,0.1,4,0,0.49387254901960786,0.6136363636363636
93,25,15.0,0.1,4,1,0.49264705882352944,0.6136363636363636
94,25,15.0,0.1,4,2,0.49142156862745096,0.6136363636363636
95,25,15.0,0.1,4,3,0.47181372549019607,0.6136363636363636
96,25,15.0,0.2,1,0,0.48651960784313725,0.6136363636363636
97,25,15.0,0.2,1,1,0.49142156862745096,0.6136363636363636
98,25,15.0,0.2,1,2,0.4840686274509804,0.6136363636363636
99,25,15.0,0.2,1,3,0.4840686274509804,0.6136363636363636
100,25,15.0,0.2,2,0,0.49754901960784315,0.6136363636363636
101,25,15.0,0.2,2,1,0.48651960784313725,0.6136363636363636
102,25,15.0,0.2,2,2,0.49019607843137253,0.6136363636363636
103,25,15.0,0.2,2,3,0.49264705882352944,0.6136363636363636
104,25,15.0,0.2,3,0,0.49019607843137253,0.6136363636363636
105,25,15.0,0.2,3,1,0.4950980392156863,0.6136363636363636
106,25,15.0,0.2,3,2,0.47794117647058826,0.6136363636363636
107,25,15.0,0.2,3,3,0.4840686274509804,0.6136363636363636
108,25,15.0,0.2,4,0,0.49387254901960786,0.6136363636363636
109,25,15.0,0.2,4,1,0.4877450980392157,0.6136363636363636
110,25,15.0,0.2,4,2,0.49754901960784315,0.6136363636363636
111,25,15.0,0.2,4,3,0.4803921568627451,0.6136363636363636
112,25,15.0,0.3,1,0,0.49754901960784315,0.6136363636363636
113,25,15.0,0.3,1,1,0.4877450980392157,0.6136363636363636
114,25,15.0,0.3,1,2,0.48161764705882354,0.6136363636363636
115,25,15.0,0.3,1,3,0.47671568627450983,0.6136363636363636
116,25,15.0,0.3,2,0,0.49264705882352944,0.6136363636363636
117,25,15.0,0.3,2,1,0.5036764705882353,0.6136363636363636
118,25,15.0,0.3,2,2,0.4803921568627451,0.6136363636363636
119,25,15.0,0.3,2,3,0.47671568627450983,0.6136363636363636
120,25,15.0,0.3,3,0,0.49264705882352944,0.6136363636363636
121,25,15.0,0.3,3,1,0.49264705882352944,0.6136363636363636
122,25,15.0,0.3,3,2,0.49387254901960786,0.6136363636363636
123,25,15.0,0.3,3,3,0.5036764705882353,0.6136363636363636
124,25,15.0,0.3,4,0,0.49019607843137253,0.6136363636363636
125,25,15.0,0.3,4,1,0.4791666666666667,0.6136363636363636
126,25,15.0,0.3,4,2,0.4877450980392157,0.6136363636363636
127,25,15.0,0.3,4,3,0.47671568627450983,0.6136363636363636
128,25,20.0,0.01,1,0,0.5,0.6136363636363636
129,25,20.0,0.01,1,1,0.5098039215686274,0.6136363636363636
130,25,20.0,0.01,1,2,0.4963235294117647,0.6136363636363636
131,25,20.0,0.01,1,3,0.48161764705882354,0.6136363636363636
132,25,20.0,0.01,2,0,0.5098039215686274,0.6136363636363636
133,25,20.0,0.01,2,1,0.5073529411764706,0.6136363636363636
134,25,20.0,0.01,2,2,0.4852941176470588,0.6136363636363636
135,25,20.0,0.01,2,3,0.48161764705882354,0.6136363636363636
136,25,20.0,0.01,3,0,0.4877450980392157,0.6136363636363636
137,25,20.0,0.01,3,1,0.49142156862745096,0.6136363636363636
138,25,20.0,0.01,3,2,0.4877450980392157,0.6136363636363636
139,25,20.0,0.01,3,3,0.47671568627450983,0.6136363636363636
140,25,20.0,0.01,4,0,0.5,0.6136363636363636
141,25,20.0,0.01,4,1,0.5012254901960784,0.6136363636363636
142,25,20.0,0.01,4,2,0.5012254901960784,0.6136363636363636
143,25,20.0,0.01,4,3,0.5,0.6136363636363636
144,25,20.0,0.1,1,0,0.4889705882352941,0.6136363636363636
145,25,20.0,0.1,1,1,0.5073529411764706,0.6136363636363636
146,25,20.0,0.1,1,2,0.4803921568627451,0.6136363636363636
147,25,20.0,0.1,1,3,0.48284313725490197,0.6136363636363636
148,25,20.0,0.1,2,0,0.48651960784313725,0.6136363636363636
149,25,20.0,0.1,2,1,0.47671568627450983,0.6136363636363636
150,25,20.0,0.1,2,2,0.4889705882352941,0.6136363636363636
151,25,20.0,0.1,2,3,0.48284313725490197,0.6136363636363636
152,25,20.0,0.1,3,0,0.49019607843137253,0.6136363636363636
153,25,20.0,0.1,3,1,0.5,0.6136363636363636
154,25,20.0,0.1,3,2,0.48284313725490197,0.6136363636363636
155,25,20.0,0.1,3,3,0.4840686274509804,0.6136363636363636
156,25,20.0,0.1,4,0,0.48651960784313725,0.6136363636363636
157,25,20.0,0.1,4,1,0.49142156862745096,0.6136363636363636
158,25,20.0,0.1,4,2,0.4889705882352941,0.6136363636363636
159,25,20.0,0.1,4,3,0.4791666666666667,0.6136363636363636
160,25,20.0,0.2,1,0,0.47671568627450983,0.6136363636363636
161,25,20.0,0.2,1,1,0.4852941176470588,0.6136363636363636
162,25,20.0,0.2,1,2,0.48284313725490197,0.6136363636363636
163,25,20.0,0.2,1,3,0.4852941176470588,0.6136363636363636
164,25,20.0,0.2,2,0,0.4877450980392157,0.6136363636363636
165,25,20.0,0.2,2,1,0.49264705882352944,0.6136363636363636
166,25,20.0,0.2,2,2,0.4840686274509804,0.6136363636363636
167,25,20.0,0.2,2,3,0.47549019607843135,0.6136363636363636
168,25,20.0,0.2,3,0,0.4987745098039216,0.6136363636363636
169,25,20.0,0.2,3,1,0.4987745098039216,0.6136363636363636
170,25,20.0,0.2,3,2,0.4963235294117647,0.6136363636363636
171,25,20.0,0.2,3,3,0.4877450980392157,0.6136363636363636
172,25,20.0,0.2,4,0,0.48284313725490197,0.6136363636363636
173,25,20.0,0.2,4,1,0.48161764705882354,0.6136363636363636
174,25,20.0,0.2,4,2,0.49142156862745096,0.6136363636363636
175,25,20.0,0.2,4,3,0.5,0.6136363636363636
176,25,20.0,0.3,1,0,0.49019607843137253,0.6136363636363636
177,25,20.0,0.3,1,1,0.49142156862745096,0.6136363636363636
178,25,20.0,0.3,1,2,0.48161764705882354,0.6136363636363636
179,25,20.0,0.3,1,3,0.47671568627450983,0.6136363636363636
180,25,20.0,0.3,2,0,0.4950980392156863,0.6136363636363636
181,25,20.0,0.3,2,1,0.4963235294117647,0.6136363636363636
182,25,20.0,0.3,2,2,0.5183823529411765,0.6136363636363636
183,25,20.0,0.3,2,3,0.47794117647058826,0.6136363636363636
184,25,20.0,0.3,3,0,0.4803921568627451,0.6136363636363636
