,n_estimators,max_depth,learning_rate,min_child_weight,gamma,accuracy,precision
99,25,15.0,0.2,1,3,0.5022970903522205,0.672077922077922
100,25,15.0,0.2,2,0,0.4762633996937213,0.672077922077922
101,25,15.0,0.2,2,1,0.4777947932618683,0.672077922077922
102,25,15.0,0.2,2,2,0.4762633996937213,0.672077922077922
103,25,15.0,0.2,2,3,0.4900459418070444,0.672077922077922
104,25,15.0,0.2,3,0,0.48085758039816234,0.672077922077922
105,25,15.0,0.2,3,1,0.48085758039816234,0.672077922077922
106,25,15.0,0.2,3,2,0.4670750382848392,0.672077922077922
107,25,15.0,0.2,3,3,0.48085758039816234,0.672077922077922
108,25,15.0,0.2,4,0,0.4900459418070444,0.672077922077922
109,25,15.0,0.2,4,1,0.47013782542113325,0.672077922077922
110,25,15.0,0.2,4,2,0.48085758039816234,0.672077922077922
111,25,15.0,0.2,4,3,0.4777947932618683,0.672077922077922
112,25,15.0,0.3,1,0,0.5114854517611026,0.672077922077922
113,25,15.0,0.3,1,1,0.4869831546707504,0.672077922077922
114,25,15.0,0.3,1,2,0.46401225114854516,0.672077922077922
115,25,15.0,0.3,1,3,0.48238897396630936,0.672077922077922
116,25,15.0,0.3,2,0,0.49770290964777947,0.672077922077922
117,25,15.0,0.3,2,1,0.5053598774885145,0.672077922077922
118,25,15.0,0.3,2,2,0.5022970903522205,0.672077922077922
119,25,15.0,0.3,2,3,0.48392036753445633,0.672077922077922
120,25,15.0,0.3,3,0,0.5191424196018377,0.672077922077922
121,25,15.0,0.3,3,1,0.47473200612557426,0.672077922077922
122,25,15.0,0.3,3,2,0.4992343032159265,0.672077922077922
123,25,15.0,0.3,3,3,0.4900459418070444,0.672077922077922
124,25,15.0,0.3,4,0,0.4762633996937213,0.672077922077922
125,25,15.0,0.3,4,1,0.47473200612557426,0.672077922077922
126,25,15.0,0.3,4,2,0.48085758039816234,0.672077922077922
127,25,15.0,0.3,4,3,0.4655436447166922,0.672077922077922
128,25,20.0,0.01,1,0,0.5022970903522205,0.672077922077922
129,25,20.0,0.01,1,1,0.5145482388973966,0.672077922077922
130,25,20.0,0.01,1,2,0.4992343032159265,0.672077922077922
131,25,20.0,0.01,1,3,0.4885145482388974,0.672077922077922
132,25,20.0,0.01,2,0,0.4563552833078101,0.672077922077922
133,25,20.0,0.01,2,1,0.46401225114854516,0.672077922077922
134,25,20.0,0.01,2,2,0.47320061255742724,0.672077922077922
135,25,20.0,0.01,2,3,0.4609494640122512,0.672077922077922
136,25,20.0,0.01,3,0,0.4762633996937213,0.672077922077922
137,25,20.0,0.01,3,1,0.45176110260336905,0.672077922077922
138,25,20.0,0.01,3,2,0.45176110260336905,0.672077922077922
139,25,20.0,0.01,3,3,0.4762633996937213,0.672077922077922
140,25,20.0,0.01,4,0,0.47166921898928027,0.672077922077922
141,25,20.0,0.01,4,1,0.47013782542113325,0.672077922077922
142,25,20.0,0.01,4,2,0.48545176110260335,0.672077922077922
143,25,20.0,0.01,4,3,0.4762633996937213,0.672077922077922
144,25,20.0,0.1,1,0,0.5068912710566615,0.672077922077922
145,25,20.0,0.1,1,1,0.4777947932618683,0.672077922077922
146,25,20.0,0.1,1,2,0.4885145482388974,0.672077922077922
