,n_estimators,max_depth,min_samples_split,max_features,accuracy,precision
54,50,15.0,5,sqrt,0.49031365313653136,0.5051875498802874
55,50,15.0,5,log2,0.5009225092250923,0.5155979202772963
56,50,15.0,10,sqrt,0.48477859778597787,0.5003971405877681
57,50,15.0,10,log2,0.49907749077490776,0.5132013201320133
58,50,15.0,50,sqrt,0.49031365313653136,0.5049056603773585
59,50,15.0,50,log2,0.48800738007380073,0.5029239766081871
60,50,20.0,2,sqrt,0.4976937269372694,0.5113369820172009
61,50,20.0,2,log2,0.5004612546125461,0.5144270403957131
62,50,20.0,3,sqrt,0.4981549815498155,0.5121555915721232
63,50,20.0,3,log2,0.4921586715867159,0.5073848827106864
64,50,20.0,5,sqrt,0.5041512915129152,0.5168627450980392
65,50,20.0,5,log2,0.4884686346863469,0.5035128805620609
66,50,20.0,10,sqrt,0.47739852398523985,0.49391727493917276
67,50,20.0,10,log2,0.4921586715867159,0.5071010860484545
68,50,20.0,50,sqrt,0.48985239852398527,0.5044709388971684
69,50,20.0,50,log2,0.49031365313653136,0.5049656226126814
70,50,,2,sqrt,0.4949261992619926,0.5100087032201914
71,50,,2,log2,0.4907749077490775,0.5064102564102564
72,50,,3,sqrt,0.5009225092250923,0.515358361774744
73,50,,3,log2,0.49031365313653136,0.5056669572798606
74,50,,5,sqrt,0.49584870848708484,0.5102880658436214
75,50,,5,log2,0.49538745387453875,0.5098522167487685
76,50,,10,sqrt,0.49400369003690037,0.5090283748925194
77,50,,10,log2,0.4870848708487085,0.5025906735751295
78,50,,50,sqrt,0.48800738007380073,0.5029585798816568
79,50,,50,log2,0.496309963099631,0.5097014925373134
80,100,10.0,2,sqrt,0.4976937269372694,0.5100624566273422
81,100,10.0,2,log2,0.4907749077490775,0.5050071530758226
82,100,10.0,3,sqrt,0.4935424354243542,0.5070721357850071
83,100,10.0,3,log2,0.49584870848708484,0.5088841506751954
84,100,10.0,5,sqrt,0.496309963099631,0.5094202898550725
85,100,10.0,5,log2,0.5041512915129152,0.515478761699064
86,100,10.0,10,sqrt,0.48293357933579334,0.498913830557567
87,100,10.0,10,log2,0.49584870848708484,0.5096974398758728
88,100,10.0,50,sqrt,0.4944649446494465,0.5075342465753425
89,100,10.0,50,log2,0.4870848708487085,0.5020632737276479
90,100,15.0,2,sqrt,0.4884686346863469,0.5035742652899127
91,100,15.0,2,log2,0.4783210332103321,0.49478748997594224
92,100,15.0,3,sqrt,0.5092250922509225,0.5204236006051437
93,100,15.0,3,log2,0.49400369003690037,0.5083267248215702
94,100,15.0,5,sqrt,0.4875461254612546,0.5028386050283861
95,100,15.0,5,log2,0.4907749077490775,0.5055031446540881
96,100,15.0,10,sqrt,0.48800738007380073,0.5031695721077655
97,100,15.0,10,log2,0.4912361623616236,0.5060630557801131
98,100,15.0,50,sqrt,0.48985239852398527,0.5043795620437956
99,100,15.0,50,log2,0.49400369003690037,0.5079485238455715
100,100,20.0,2,sqrt,0.4912361623616236,0.5060337892196299
101,100,20.0,2,log2,0.48616236162361626,0.5016806722689076
102,100,20.0,3,sqrt,0.48523985239852396,0.500805152979066
103,100,20.0,3,log2,0.4912361623616236,0.5059952038369304
104,100,20.0,5,sqrt,0.492619926199262,0.507258064516129
105,100,20.0,5,log2,0.49723247232472323,0.5117647058823529
106,100,20.0,10,sqrt,0.48385608856088563,0.49958228905597324
107,100,20.0,10,log2,0.48616236162361626,0.501669449081803
108,100,20.0,50,sqrt,0.47878228782287824,0.4954268292682927
109,100,20.0,50,log2,0.48662361623616235,0.5018181818181818
110,100,,2,sqrt,0.48985239852398527,0.5051457975986278
111,100,,2,log2,0.49584870848708484,0.5105663567202029
112,100,,3,sqrt,0.4912361623616236,0.5060827250608273
113,100,,3,log2,0.4870848708487085,0.5025597269624573
114,100,,5,sqrt,0.4843173431734317,0.5
115,100,,5,log2,0.4912361623616236,0.5061025223759154
116,100,,10,sqrt,0.4921586715867159,0.5072217502124045
117,100,,10,log2,0.496309963099631,0.5110356536502547
118,100,,50,sqrt,0.4921586715867159,0.5064737242955065
119,100,,50,log2,0.4870848708487085,0.5023474178403756
120,150,10.0,2,sqrt,0.5009225092250923,0.5127478753541076
121,150,10.0,2,log2,0.48662361623616235,0.501776830135039
122,150,10.0,3,sqrt,0.4875461254612546,0.5024390243902439
123,150,10.0,3,log2,0.4981549815498155,0.5104311543810849
124,150,10.0,5,sqrt,0.49538745387453875,0.5083565459610028
125,150,10.0,5,log2,0.49031365313653136,0.5047970479704798
126,150,10.0,10,sqrt,0.48523985239852396,0.5007122507122507
127,150,10.0,10,log2,0.4875461254612546,0.5026861089792786
128,150,10.0,50,sqrt,0.4843173431734317,0.5
129,150,10.0,50,log2,0.4907749077490775,0.5049928673323824
130,150,15.0,2,sqrt,0.5069188191881919,0.5194598888006354
131,150,15.0,2,log2,0.4843173431734317,0.5
132,150,15.0,3,sqrt,0.49031365313653136,0.5049354593773728
133,150,15.0,3,log2,0.49907749077490776,0.5123839009287926
134,150,15.0,5,sqrt,0.4949261992619926,0.5091633466135458
135,150,15.0,5,log2,0.48293357933579334,0.49876543209876545
136,150,15.0,10,sqrt,0.5032287822878229,0.5163086714399363
137,150,15.0,10,log2,0.49584870848708484,0.510530749789385
138,150,15.0,50,sqrt,0.4870848708487085,0.5022421524663677
139,150,15.0,50,log2,0.4857011070110701,0.5011303692539563
140,150,20.0,2,sqrt,0.49723247232472323,0.5110062893081762
141,150,20.0,2,log2,0.49169741697416974,0.506677796327212
142,150,20.0,3,sqrt,0.49677121771217714,0.5104732350659426
143,150,20.0,3,log2,0.49584870848708484,0.5101050929668552
144,150,20.0,5,sqrt,0.49538745387453875,0.5095541401273885
145,150,20.0,5,log2,0.4976937269372694,0.5123614663256607
146,150,20.0,10,sqrt,0.4893911439114391,0.5044751830756713
147,150,20.0,10,log2,0.4944649446494465,0.509090909090909
148,150,20.0,50,sqrt,0.48800738007380073,0.5029154518950437
149,150,20.0,50,log2,0.4976937269372694,0.5106071689831748
150,150,,2,sqrt,0.488929889298893,0.5040064102564102
151,150,,2,log2,0.49169741697416974,0.5067911714770797
152,150,,3,sqrt,0.488929889298893,0.5039123630672926
153,150,,3,log2,0.49584870848708484,0.5100725221595488
154,150,,5,sqrt,0.5032287822878229,0.5175965665236052
155,150,,5,log2,0.5027675276752768,0.516750418760469
156,150,,10,sqrt,0.49400369003690037,0.508557457212714
157,150,,10,log2,0.48385608856088563,0.49957446808510636
158,150,,50,sqrt,0.492619926199262,0.5066864784546805
159,150,,50,log2,0.488929889298893,0.5038461538461538
160,200,10.0,2,sqrt,0.4870848708487085,0.502127659574468
161,200,10.0,2,log2,0.49169741697416974,0.5058139534883721
162,200,10.0,3,sqrt,0.4981549815498155,0.5107296137339056
163,200,10.0,3,log2,0.4976937269372694,0.5104091888011486
164,200,10.0,5,sqrt,0.4944649446494465,0.5076071922544951
165,200,10.0,5,log2,0.488929889298893,0.5036023054755043
166,200,10.0,10,sqrt,0.488929889298893,0.5035919540229885
167,200,10.0,10,log2,0.4875461254612546,0.502594514455152
168,200,10.0,50,sqrt,0.4870848708487085,0.5022388059701492
169,200,10.0,50,log2,0.49169741697416974,0.5059523809523809
170,200,15.0,2,sqrt,0.5018450184501845,0.5147744945567652
171,200,15.0,2,log2,0.4912361623616236,0.5060435132957293
172,200,15.0,3,sqrt,0.49907749077490776,0.5128617363344051
173,200,15.0,3,log2,0.49538745387453875,0.509478672985782
174,200,15.0,5,sqrt,0.4976937269372694,0.5111624326404927
175,200,15.0,5,log2,0.4921586715867159,0.5070189925681255
176,200,15.0,10,sqrt,0.49677121771217714,0.5103289977046672
177,200,15.0,10,log2,0.4870848708487085,0.5024509803921569
178,200,15.0,50,sqrt,0.4884686346863469,0.5033557046979866
179,200,15.0,50,log2,0.48616236162361626,0.5015527950310559
180,200,20.0,2,sqrt,0.5013837638376384,0.5146942017474185
181,200,20.0,2,log2,0.488929889298893,0.5041666666666667
182,200,20.0,3,sqrt,0.49308118081180813,0.5077932731747334
183,200,20.0,3,log2,0.49723247232472323,0.5116472545757071
184,200,20.0,5,sqrt,0.4986162361623616,0.5119876256767208
185,200,20.0,5,log2,0.48477859778597787,0.5004219409282701
186,200,20.0,10,sqrt,0.49400369003690037,0.5085714285714286
187,200,20.0,10,log2,0.48293357933579334,0.4987674609695974
188,200,20.0,50,sqrt,0.49031365313653136,0.5049279757391963
189,200,20.0,50,log2,0.5032287822878229,0.5146115466856735
190,200,,2,sqrt,0.49907749077490776,0.5135823429541596
191,200,,2,log2,0.4976937269372694,0.5124037639007699
192,200,,3,sqrt,0.49723247232472323,0.5116472545757071
193,200,,3,log2,0.4944649446494465,0.5090609555189456
194,200,,5,sqrt,0.4981549815498155,0.511520737327189
195,200,,5,log2,0.4944649446494465,0.509417808219178
196,200,,10,sqrt,0.4857011070110701,0.5012594458438288
197,200,,10,log2,0.4912361623616236,0.5064599483204134
198,200,,50,sqrt,0.49538745387453875,0.5089153046062407
199,200,,50,log2,0.49538745387453875,0.5091463414634146
