,n_estimators,max_depth,min_samples_split,max_features,accuracy,precision
199,150,15.0,3,log2,0.49538745387453875,0.5095846645367412
200,150,15.0,3,,0.496309963099631,0.510586319218241
201,150,15.0,5,sqrt,0.48985239852398527,0.5049586776859504
202,150,15.0,5,log2,0.48385608856088563,0.4996022275258552
203,150,15.0,5,,0.49907749077490776,0.5134003350083752
204,150,15.0,10,sqrt,0.49031365313653136,0.5053674649050371
205,150,15.0,10,log2,0.49031365313653136,0.5054211843202668
206,150,15.0,10,,0.4833948339483395,0.4991394148020654
207,150,15.0,50,sqrt,0.48293357933579334,0.4987971130713713
208,150,15.0,50,log2,0.4875461254612546,0.502706883217324
209,150,15.0,50,,0.49953874538745385,0.5127020785219399
210,150,20.0,2,sqrt,0.4875461254612546,0.5027711797307997
211,150,20.0,2,log2,0.49169741697416974,0.5067340067340067
212,150,20.0,2,,0.4944649446494465,0.509515570934256
213,150,20.0,3,sqrt,0.4949261992619926,0.5095753538717736
214,150,20.0,3,log2,0.49953874538745385,0.513317191283293
215,150,20.0,3,,0.4912361623616236,0.5064935064935064
216,150,20.0,5,sqrt,0.49677121771217714,0.5109845402766476
217,150,20.0,5,log2,0.48385608856088563,0.499581589958159
218,150,20.0,5,,0.49400369003690037,0.5089666951323655
219,150,20.0,10,sqrt,0.4833948339483395,0.49916943521594687
220,150,20.0,10,log2,0.4797047970479705,0.4956293706293706
221,150,20.0,10,,0.4893911439114391,0.504704875962361
222,150,20.0,50,sqrt,0.4986162361623616,0.5116804822908817
223,150,20.0,50,log2,0.4935424354243542,0.5076219512195121
224,150,20.0,50,,0.48154981549815495,0.4975767366720517
225,150,,2,sqrt,0.4833948339483395,0.49917898193760263
226,150,,2,log2,0.4935424354243542,0.5078740157480315
227,150,,2,,0.492619926199262,0.5076660988074957
228,150,,3,sqrt,0.4944649446494465,0.50859375
229,150,,3,log2,0.5069188191881919,0.5207451312447079
230,150,,3,,0.4884686346863469,0.5039301310043668
231,150,,5,sqrt,0.49907749077490776,0.5127388535031847
232,150,,5,log2,0.5023062730627307,0.5157894736842106
233,150,,5,,0.4907749077490775,0.5063636363636363
234,150,,10,sqrt,0.48985239852398527,0.5051194539249146
235,150,,10,log2,0.4857011070110701,0.5012386457473162
236,150,,10,,0.488929889298893,0.5042016806722689
237,150,,50,sqrt,0.49169741697416974,0.5061068702290077
238,150,,50,log2,0.49677121771217714,0.5106719367588933
239,150,,50,,0.4893911439114391,0.5042340261739799
240,200,10.0,2,sqrt,0.5032287822878229,0.5142065142065142
241,200,10.0,2,log2,0.4949261992619926,0.5080363382250175
242,200,10.0,2,,0.49308118081180813,0.5068691250903832
243,200,10.0,3,sqrt,0.4986162361623616,0.5104377104377105
244,200,10.0,3,log2,0.4912361623616236,0.5053153791637137
245,200,10.0,3,,0.4893911439114391,0.504017531044558
246,200,10.0,5,sqrt,0.4976937269372694,0.5102184637068358
247,200,10.0,5,log2,0.5009225092250923,0.5127298444130127
248,200,10.0,5,,0.496309963099631,0.5096296296296297
249,200,10.0,10,sqrt,0.49584870848708484,0.5090645395213923
250,200,10.0,10,log2,0.4893911439114391,0.504017531044558
251,200,10.0,10,,0.49031365313653136,0.5048908954100828
252,200,10.0,50,sqrt,0.49723247232472323,0.5095238095238095
253,200,10.0,50,log2,0.4981549815498155,0.5109649122807017
254,200,10.0,50,,0.49400369003690037,0.507256392536282
255,200,15.0,2,sqrt,0.4976937269372694,0.5112490302560124
256,200,15.0,2,log2,0.4912361623616236,0.5061728395061729
257,200,15.0,2,,0.4907749077490775,0.5058236272878536
258,200,15.0,3,sqrt,0.49584870848708484,0.5096525096525096
259,200,15.0,3,log2,0.49907749077490776,0.5126984126984127
260,200,15.0,3,,0.4893911439114391,0.5046728971962616
261,200,15.0,5,sqrt,0.4843173431734317,0.5
262,200,15.0,5,log2,0.492619926199262,0.5072933549432739
263,200,15.0,5,,0.48985239852398527,0.5049833887043189
264,200,15.0,10,sqrt,0.48385608856088563,0.4995983935742972
265,200,15.0,10,log2,0.4884686346863469,0.5034642032332564
266,200,15.0,10,,0.48523985239852396,0.5008103727714749
267,200,15.0,50,sqrt,0.49031365313653136,0.5048112509252406
268,200,15.0,50,log2,0.4976937269372694,0.5105608157319738
269,200,15.0,50,,0.4857011070110701,0.5011406844106464
270,200,20.0,2,sqrt,0.4870848708487085,0.5025
271,200,20.0,2,log2,0.49584870848708484,0.5105130361648444
272,200,20.0,2,,0.4820110701107011,0.49787955894826125
273,200,20.0,3,sqrt,0.49584870848708484,0.5101050929668552
274,200,20.0,3,log2,0.48800738007380073,0.5034013605442177
275,200,20.0,3,,0.49584870848708484,0.5106022052586938
276,200,20.0,5,sqrt,0.5032287822878229,0.5171261487050961
277,200,20.0,5,log2,0.49308118081180813,0.50767987065481
278,200,20.0,5,,0.4783210332103321,0.4942119323241318
279,200,20.0,10,sqrt,0.4907749077490775,0.5057377049180328
280,200,20.0,10,log2,0.4893911439114391,0.5046649703138253
281,200,20.0,10,,0.4783210332103321,0.4943820224719101
282,200,20.0,50,sqrt,0.49169741697416974,0.5060331825037707
283,200,20.0,50,log2,0.48293357933579334,0.4988747186796699
284,200,20.0,50,,0.49400369003690037,0.507783543365456
285,200,,2,sqrt,0.5004612546125461,0.5149444918872759
286,200,,2,log2,0.49400369003690037,0.5088607594936709
287,200,,2,,0.4976937269372694,0.5121136173767753
288,200,,3,sqrt,0.49723247232472323,0.511686143572621
289,200,,3,log2,0.49400369003690037,0.5088161209068011
290,200,,3,,0.49031365313653136,0.5056570931244561
291,200,,5,sqrt,0.49400369003690037,0.508557457212714
292,200,,5,log2,0.5023062730627307,0.5162907268170426
293,200,,5,,0.4986162361623616,0.5130801687763713
294,200,,10,sqrt,0.492619926199262,0.5075
295,200,,10,log2,0.49584870848708484,0.5110132158590308
296,200,,10,,0.48985239852398527,0.5052631578947369
297,200,,50,sqrt,0.4893911439114391,0.5041075429424944
298,200,,50,log2,0.49538745387453875,0.5088888888888888
299,200,,50,,0.49538745387453875,0.509009009009009
