,n_estimators,max_depth,min_samples_split,max_features,accuracy
0,25,10.0,2,sqrt,0.47794117647058826
1,25,10.0,2,log2,0.4963235294117647
2,25,10.0,3,sqrt,0.48284313725490197
3,25,10.0,3,log2,0.5024509803921569
4,25,10.0,5,sqrt,0.49387254901960786
5,25,10.0,5,log2,0.5024509803921569
6,25,10.0,10,sqrt,0.49264705882352944
7,25,10.0,10,log2,0.4963235294117647
8,25,10.0,50,sqrt,0.49019607843137253
9,25,10.0,50,log2,0.4987745098039216
10,25,15.0,2,sqrt,0.5196078431372549
11,25,15.0,2,log2,0.5073529411764706
12,25,15.0,3,sqrt,0.5061274509803921
13,25,15.0,3,log2,0.5196078431372549
14,25,15.0,5,sqrt,0.5024509803921569
15,25,15.0,5,log2,0.5024509803921569
16,25,15.0,10,sqrt,0.4950980392156863
17,25,15.0,10,log2,0.4987745098039216
18,25,15.0,50,sqrt,0.4877450980392157
19,25,15.0,50,log2,0.5098039215686274
20,25,20.0,2,sqrt,0.48161764705882354
21,25,20.0,2,log2,0.5110294117647058
22,25,20.0,3,sqrt,0.5232843137254902
23,25,20.0,3,log2,0.5196078431372549
24,25,20.0,5,sqrt,0.5098039215686274
25,25,20.0,5,log2,0.4877450980392157
26,25,20.0,10,sqrt,0.49754901960784315
27,25,20.0,10,log2,0.49142156862745096
28,25,20.0,50,sqrt,0.5245098039215687
29,25,20.0,50,log2,0.49142156862745096
30,25,,2,sqrt,0.5049019607843137
31,25,,2,log2,0.5134803921568627
32,25,,3,sqrt,0.5061274509803921
33,25,,3,log2,0.5318627450980392
34,25,,5,sqrt,0.5049019607843137
35,25,,5,log2,0.5379901960784313
36,25,,10,sqrt,0.49387254901960786
37,25,,10,log2,0.4889705882352941
38,25,,50,sqrt,0.5049019607843137
39,25,,50,log2,0.5134803921568627
40,50,10.0,2,sqrt,0.4742647058823529
41,50,10.0,2,log2,0.5159313725490197
42,50,10.0,3,sqrt,0.5
43,50,10.0,3,log2,0.5122549019607843
44,50,10.0,5,sqrt,0.5012254901960784
45,50,10.0,5,log2,0.5159313725490197
46,50,10.0,10,sqrt,0.49387254901960786
47,50,10.0,10,log2,0.49142156862745096
48,50,10.0,50,sqrt,0.4877450980392157
49,50,10.0,50,log2,0.49754901960784315
50,50,15.0,2,sqrt,0.5036764705882353
51,50,15.0,2,log2,0.4963235294117647
