,n_estimators,max_depth,min_samples_split,max_features,accuracy
0,25,10.0,2,sqrt,0.5184049079754601
1,25,10.0,2,log2,0.49079754601226994
2,25,10.0,3,sqrt,0.5168711656441718
3,25,10.0,3,log2,0.5690184049079755
4,25,10.0,5,sqrt,0.5
5,25,10.0,5,log2,0.5153374233128835
6,25,10.0,10,sqrt,0.5352760736196319
7,25,10.0,10,log2,0.5214723926380368
8,25,10.0,50,sqrt,0.5061349693251533
9,25,10.0,50,log2,0.5245398773006135
10,25,15.0,2,sqrt,0.5276073619631901
11,25,15.0,2,log2,0.5199386503067485
12,25,15.0,3,sqrt,0.5414110429447853
13,25,15.0,3,log2,0.5245398773006135
14,25,15.0,5,sqrt,0.5337423312883436
15,25,15.0,5,log2,0.5322085889570553
16,25,15.0,10,sqrt,0.5061349693251533
17,25,15.0,10,log2,0.50920245398773
18,25,15.0,50,sqrt,0.50920245398773
19,25,15.0,50,log2,0.5061349693251533
20,25,20.0,2,sqrt,0.5475460122699386
21,25,20.0,2,log2,0.5122699386503068
22,25,20.0,3,sqrt,0.5322085889570553
23,25,20.0,3,log2,0.5414110429447853
24,25,20.0,5,sqrt,0.5414110429447853
25,25,20.0,5,log2,0.5199386503067485
26,25,20.0,10,sqrt,0.4892638036809816
27,25,20.0,10,log2,0.49846625766871167
28,25,20.0,50,sqrt,0.5245398773006135
29,25,20.0,50,log2,0.5199386503067485
30,25,,2,sqrt,0.5076687116564417
31,25,,2,log2,0.5628834355828221
32,25,,3,sqrt,0.5122699386503068
33,25,,3,log2,0.5291411042944786
34,25,,5,sqrt,0.5429447852760736
35,25,,5,log2,0.5414110429447853
36,25,,10,sqrt,0.5015337423312883
37,25,,10,log2,0.5061349693251533
38,25,,50,sqrt,0.5245398773006135
39,25,,50,log2,0.5
40,50,10.0,2,sqrt,0.5368098159509203
41,50,10.0,2,log2,0.5153374233128835
42,50,10.0,3,sqrt,0.504601226993865
43,50,10.0,3,log2,0.49233128834355827
44,50,10.0,5,sqrt,0.5230061349693251
45,50,10.0,5,log2,0.5368098159509203
46,50,10.0,10,sqrt,0.5368098159509203
47,50,10.0,10,log2,0.5030674846625767
48,50,10.0,50,sqrt,0.5214723926380368
49,50,10.0,50,log2,0.4938650306748466
50,50,15.0,2,sqrt,0.5322085889570553
51,50,15.0,2,log2,0.5598159509202454
52,50,15.0,3,sqrt,0.549079754601227
53,50,15.0,3,log2,0.5245398773006135
54,50,15.0,5,sqrt,0.5260736196319018
55,50,15.0,5,log2,0.5291411042944786
56,50,15.0,10,sqrt,0.5030674846625767
57,50,15.0,10,log2,0.5168711656441718
58,50,15.0,50,sqrt,0.5214723926380368
59,50,15.0,50,log2,0.5122699386503068
60,50,20.0,2,sqrt,0.5199386503067485
61,50,20.0,2,log2,0.5260736196319018
62,50,20.0,3,sqrt,0.5306748466257669
63,50,20.0,3,log2,0.5276073619631901
64,50,20.0,5,sqrt,0.5444785276073619
65,50,20.0,5,log2,0.5276073619631901
66,50,20.0,10,sqrt,0.50920245398773
67,50,20.0,10,log2,0.5199386503067485
68,50,20.0,50,sqrt,0.5199386503067485
69,50,20.0,50,log2,0.504601226993865
70,50,,2,sqrt,0.5398773006134969
71,50,,2,log2,0.5291411042944786
72,50,,3,sqrt,0.5322085889570553
73,50,,3,log2,0.5398773006134969
74,50,,5,sqrt,0.5199386503067485
75,50,,5,log2,0.5398773006134969
76,50,,10,sqrt,0.5138036809815951
77,50,,10,log2,0.5245398773006135
78,50,,50,sqrt,0.5153374233128835
79,50,,50,log2,0.5337423312883436
80,100,10.0,2,sqrt,0.495398773006135
81,100,10.0,2,log2,0.5061349693251533
82,100,10.0,3,sqrt,0.5291411042944786
83,100,10.0,3,log2,0.5276073619631901
84,100,10.0,5,sqrt,0.49846625766871167
85,100,10.0,5,log2,0.49693251533742333
86,100,10.0,10,sqrt,0.5245398773006135
87,100,10.0,10,log2,0.50920245398773
88,100,10.0,50,sqrt,0.49846625766871167
89,100,10.0,50,log2,0.5076687116564417
90,100,15.0,2,sqrt,0.5368098159509203
91,100,15.0,2,log2,0.5414110429447853
92,100,15.0,3,sqrt,0.5214723926380368
93,100,15.0,3,log2,0.5291411042944786
94,100,15.0,5,sqrt,0.5260736196319018
95,100,15.0,5,log2,0.5291411042944786
96,100,15.0,10,sqrt,0.5398773006134969
97,100,15.0,10,log2,0.5061349693251533
98,100,15.0,50,sqrt,0.504601226993865
99,100,15.0,50,log2,0.49233128834355827
100,100,20.0,2,sqrt,0.5460122699386503
101,100,20.0,2,log2,0.5368098159509203
102,100,20.0,3,sqrt,0.5322085889570553
103,100,20.0,3,log2,0.5245398773006135
104,100,20.0,5,sqrt,0.5199386503067485
105,100,20.0,5,log2,0.5153374233128835
106,100,20.0,10,sqrt,0.5138036809815951
107,100,20.0,10,log2,0.5199386503067485
108,100,20.0,50,sqrt,0.49693251533742333
109,100,20.0,50,log2,0.49693251533742333
110,100,,2,sqrt,0.5276073619631901
111,100,,2,log2,0.5383435582822086
112,100,,3,sqrt,0.5414110429447853
113,100,,3,log2,0.5398773006134969
114,100,,5,sqrt,0.5107361963190185
115,100,,5,log2,0.5168711656441718
116,100,,10,sqrt,0.5245398773006135
117,100,,10,log2,0.5168711656441718
118,100,,50,sqrt,0.50920245398773
119,100,,50,log2,0.504601226993865
120,150,10.0,2,sqrt,0.5138036809815951
121,150,10.0,2,log2,0.5276073619631901
122,150,10.0,3,sqrt,0.5184049079754601
123,150,10.0,3,log2,0.5214723926380368
124,150,10.0,5,sqrt,0.5061349693251533
125,150,10.0,5,log2,0.5276073619631901
126,150,10.0,10,sqrt,0.5107361963190185
127,150,10.0,10,log2,0.4938650306748466
128,150,10.0,50,sqrt,0.49846625766871167
129,150,10.0,50,log2,0.48773006134969327
130,150,15.0,2,sqrt,0.5383435582822086
131,150,15.0,2,log2,0.5260736196319018
132,150,15.0,3,sqrt,0.5214723926380368
133,150,15.0,3,log2,0.5276073619631901
134,150,15.0,5,sqrt,0.5245398773006135
135,150,15.0,5,log2,0.5214723926380368
136,150,15.0,10,sqrt,0.5107361963190185
137,150,15.0,10,log2,0.5306748466257669
138,150,15.0,50,sqrt,0.5138036809815951
139,150,15.0,50,log2,0.5061349693251533
140,150,20.0,2,sqrt,0.5276073619631901
141,150,20.0,2,log2,0.5306748466257669
142,150,20.0,3,sqrt,0.5306748466257669
143,150,20.0,3,log2,0.5306748466257669
144,150,20.0,5,sqrt,0.5230061349693251
145,150,20.0,5,log2,0.5199386503067485
146,150,20.0,10,sqrt,0.5260736196319018
147,150,20.0,10,log2,0.5138036809815951
148,150,20.0,50,sqrt,0.50920245398773
149,150,20.0,50,log2,0.50920245398773
150,150,,2,sqrt,0.5184049079754601
151,150,,2,log2,0.5306748466257669
152,150,,3,sqrt,0.5260736196319018
153,150,,3,log2,0.558282208588957
154,150,,5,sqrt,0.5199386503067485
155,150,,5,log2,0.5122699386503068
156,150,,10,sqrt,0.5153374233128835
157,150,,10,log2,0.5199386503067485
158,150,,50,sqrt,0.504601226993865
159,150,,50,log2,0.5107361963190185
160,200,10.0,2,sqrt,0.5199386503067485
161,200,10.0,2,log2,0.50920245398773
162,200,10.0,3,sqrt,0.5168711656441718
163,200,10.0,3,log2,0.5322085889570553
