,n_estimators,max_depth,min_samples_split,max_features,accuracy
148,150,20.0,50,sqrt,0.501840490797546
149,150,20.0,50,log2,0.5190184049079755
150,150,,2,sqrt,0.5435582822085889
151,150,,2,log2,0.5435582822085889
152,150,,3,sqrt,0.5226993865030675
153,150,,3,log2,0.5447852760736196
154,150,,5,sqrt,0.5361963190184049
155,150,,5,log2,0.5177914110429448
156,150,,10,sqrt,0.5263803680981595
157,150,,10,log2,0.5263803680981595
158,150,,50,sqrt,0.5288343558282208
159,150,,50,log2,0.5116564417177915
160,200,10.0,2,sqrt,0.5423312883435583
161,200,10.0,2,log2,0.5263803680981595
162,200,10.0,3,sqrt,0.5116564417177915
163,200,10.0,3,log2,0.5153374233128835
164,200,10.0,5,sqrt,0.5288343558282208
165,200,10.0,5,log2,0.5214723926380368
166,200,10.0,10,sqrt,0.5349693251533743
167,200,10.0,10,log2,0.5263803680981595
168,200,10.0,50,sqrt,0.50920245398773
169,200,10.0,50,log2,0.5177914110429448
170,200,15.0,2,sqrt,0.5411042944785276
171,200,15.0,2,log2,0.5312883435582823
172,200,15.0,3,sqrt,0.5349693251533743
173,200,15.0,3,log2,0.5411042944785276
174,200,15.0,5,sqrt,0.5251533742331288
175,200,15.0,5,log2,0.5226993865030675
176,200,15.0,10,sqrt,0.5226993865030675
177,200,15.0,10,log2,0.5337423312883436
178,200,15.0,50,sqrt,0.5263803680981595
179,200,15.0,50,log2,0.5177914110429448
180,200,20.0,2,sqrt,0.5361963190184049
181,200,20.0,2,log2,0.5263803680981595
182,200,20.0,3,sqrt,0.5337423312883436
183,200,20.0,3,log2,0.5374233128834356
184,200,20.0,5,sqrt,0.5312883435582823
185,200,20.0,5,log2,0.5349693251533743
186,200,20.0,10,sqrt,0.5484662576687117
187,200,20.0,10,log2,0.5276073619631901
188,200,20.0,50,sqrt,0.5263803680981595
189,200,20.0,50,log2,0.5337423312883436
190,200,,2,sqrt,0.5398773006134969
191,200,,2,log2,0.5386503067484663
192,200,,3,sqrt,0.5398773006134969
193,200,,3,log2,0.550920245398773
194,200,,5,sqrt,0.5423312883435583
195,200,,5,log2,0.5435582822085889
196,200,,10,sqrt,0.5325153374233129
197,200,,10,log2,0.5276073619631901
198,200,,50,sqrt,0.5202453987730061
199,200,,50,log2,0.5153374233128835
